title,content
NPC_drops,"Mostenemiesdropitemsand/orcoinswhen they are killed.
To determine the chance for at least one specific item to drop for a given number of enemies with the same chance of dropping said item, use the equation:
To find how many enemies are needed to obtain a certain ""goal"" chance it has dropped at least once, use:
Note that all chances are in decimal, i.e. 70% = 0.7 etc.
Some items are dropped by all enemies (except enemies spawned bystatues,Old One's Armyenemies,Lunar Eventsenemies, andMeteor Heads) under certain conditions. Those can be found below.
Most enemies will typically drop a few stacks ofcoinsafter dying. Enemies that drop a large number of coins have a higher chance of dropping multiple stacks.
The total amount of money dropped is calculated using a ""base value"", which depends on the enemy, and inExpert Mode, the ""base value"" is multiplied by 2.5 and weak enemies receive an additional multiplier to it inHardmodeand afterPlanterahas been defeated depending on their normal mode stats. ASkeleton, for example, has a ""base value"" on normal mode of1, and on Expert Mode,250in pre-Hardmode,2in Hardmode, and4after Plantera has been defeated. The exact amount of money dropped is this number multiplied by 80–120%.
After the amount of money is determined, there are then a few chances for the number to be increased.
These increases are not mutually exclusive, are multiplicative, and an enemy may have its money increased several times. It is possible to get all increases at once, as each one is rolled individually. Additionally, theMidasdebuffincreases the money dropped by 10–49%. The average amount dropped, therefore, is 106.14% of the ""base"" value, or 137.45% if the enemy is afflicted with Midas. It is possible to get it increased even more by theLucky Coin.
Old-gen console versions of the game give players a chance to have double the loot drop from any enemy. The exact chance of this happening is0.1*1/1000 (0.1%)Verify. Players can easily see the effect when farming for more common loot such as souls or gel. It can be extremely useful if farming for rare items, like theRod of DiscordorSniper Rifle, as two can be obtained from one kill. However, this obviously requires a lot of luck, as the chance of this occurring is at about 0.5%Verify.
Drops on the ground (i.e. not in the player'sinventoryor in astorage item) will despawn (disappear) upon exiting the world. At that point, it is impossible to reacquire them. If there are more than 400 ""loose"", dropped items in the world, items will also start despawning. In this instance, the items that have remained on the ground for the longest amount of time may vanish as new items are added to the screen.
Most item drops are thematically keyed to the enemy that drops them.  Some enemies will drop (a version of) their own weapon or magical attack; some drop an accessory which protects against the samedebuff(s)they inflict.  This last case particularly includes the many components of theAnkh Charm.  Bosses and minibosses (notably Biome Mimics) often have a guaranteed drop, or guarantee one item from a list."
Nurse,"TheNurseis anNPCthat will spawn once the following criteria have been met:
The Nurse will heal the player's health and cure them of any activedebuffsat the cost ofCoins(there are exceptions, seeNotesandHistory).
In theWindows Phone,Old Chinese,3DS, andtModLoader Legacyversions, healing costs can range from a fewCopperto severalSilver Coins, depending on how much health the player is missing. She charges Copper equal to 75% of the health restored (e.g.75for restoring 100 health), plus an additional750for every active debuff on the player.
In thePC version,Console version,Mobile version, andtModLoader version, healing costs are1per health restored, plus an additional1per active debuff on the player, all multiplied by the Nurse's currentHappiness price adjustment, and then doubled if playing onExpert Mode. Also, the Nurse charges increasing amounts of money for healing as the game progresses; these specific increases are detailed below. Thus, at the start of the game, the cost of restoring 100 health can range from75/150(with maximum happiness) to150/3(with maximum unhappiness), while by endgame it can range from150/3up to3/6.
In thePC version,Console version,Mobile version,Old Chinese version,tModLoader version, andtModLoader 1.3-Legacy version, she will fight enemies by throwingsyringes that will deal 8 /12/14damage (affected by variousstat boosts), andpoisonenemies for 3–5 seconds.[1]She can also usehealing syringes to heal herself and other nearby NPCs for 20 health.[2]
The cost of healing changes based on three factors: The Nurse's currentHappiness, game progression, andExpert Mode. Happiness affects the Nurse's price by raising or lowering it to within a range of 75% to 150% of its base (in the same way that other NPCs' prices are affected by their happiness). Playing in Expert (orMaster) mode further affects prices by permanently doubling them. Progression-based price increases are based on which bosses have been defeated in the current world. These increases are listed in the table below; only the singlehighest applicable increaseis chosen and applied.
For more information, seeNPC happiness.
When submerged inShimmer, the Nurse will transform into her Shimmered form. This has no impact on gameplay or dialogue and is only a visual change. She can be returned to her classic look by submerging her in Shimmer again.

The Nurse may have any of the following names:

Anytime other than during aBlood Moon:
WhenGuideis present /aDemon Eyeis alive:[4]
Before defeatingSkeletron:
WhenDemolitionistis present:
WhenArms Dealeris present:
WhenTavernkeepis present:
When player is moderately injured(≥33% health, but <66% health):
When player is badly injured(<33% health):
During aBlood Moon:
When player clicks Heal:
During aParty:
DuringRain:
During aThunderstorm:
During aWindy Day:
When in aGraveyard:
When homeless:
When far from home:
When in a sparse area:
When overcrowded:
When in the Hallow:
When in the Snow biome:
When in anEvil Biomeor theDungeon:
When near theArms Dealer:
When near thePrincess:
When near theWizard:
When near theDryad:
When near theParty Girl:
When near theZoologist:
When Happiness is neutral:
TheBestiaryentry for the Nurse:""The Nurse's snarky attitude and poor bedside manner may be scary, but for a price, she will cure all that ails a wounded Terrarian."""
Ocean,"TheOceanis abiomefound at both left and right edges of a world, comprising both the easternmost and westernmost 676 feet (338 blocks) of the map[1][2]. It consists of asandy beachand a large body of water that extends toward the end of the map, withShell Pilesbeing occasionally generated in clumps.Palm Treesgrow on the surface (since1.2.4), and can be harvested forPalm Wood.SeashellsandStarfishare found commonly on the surface and underwater,and can grow over time.Coralsalso grow on the seabed.
Enemies in the Ocean includeCrabs,Pink JellyfishandSharks.SquidsandSea Snailsrarely appear underwater,and respectively dropBlack InkandPurple Mucus.Critters in the Ocean includeDolphins,Seagulls,SeahorsesandSea Turtles.
Oceans will commonly containWater Chestswith loot pertaining to water.
For more information, seeNPC happiness.
Map view of an Ocean cave on the left side of the world.
Oceans have a25*1/4 (25%)chance of generating with a cave, which consists of a water-filled tunnel with a ceiling made ofhardened sandbeginning at the ocean floor. This tunnel has an additional chance of generating Water Chests, which have equal chances of containing each primary item. It is decorated with long strands ofSeaweedsgrowing from the sand floor.
Map view of a Florida style ocean (as in the game code) on the right side of a world.
Map view of a Florida style ocean with an ocean cave generated on the left side of the world
The world has a25*1/4 (25%)chance to generate one of the oceans asFloridastyle. This variant inverts the slope of the beach, with long beaches becoming steeper near the world edge.
This content is transcluded fromBiome backgrounds § Ocean.
"
Old-gen_console_version,"The old-gen console releases have a unique loading icon, a slightly illuminatedThorn Ball projectile.
TheOld-gen console versionofTerrariawas published by505 Gamesand developed byEngine Software. It is a port of thePC version, which is developed byRe-Logic. This version contains exclusive content not available on other versions, includingenemies,achievements,musictracks andMusic Boxes,armor,weapons,pets, and aboss, but most exclusive content is also available on theWindows Phone versionandNintendo3DSversion.
The old-gen console version runs on four different console systems: theXbox 360,,, andWii U. Due to hardware requirement issues and memory constraints, this version cannot receive significant updates past thePC1.2.4.1equivalent.[1][2]
Purchasing old-gen versions:
Most of the following content is also available on theWindows Phone versionandNintendo3DSversion.
Terrariawas released in thePlayStation Networkin Japan during May 2013. It was translated by Japanese video game development and localization companySpike Chunsoft.
The Japanese old-gen console versions (PS3, PS Vita, Wii U) seem to have everything the U.S. console versions have, aside fromPurple Thread(instead, they useWhite Thread) and due to copyright issues, theHero's setwas replaced with theMonokuma set, and thePlumber's setwas replaced with theShiren set. They also have other exclusive costumes, crafted from the exclusive White Thread, shown below.
The Japaneseuses Purple Thread (むらさきのいと) instead of White Thread, and has the green Hero's set (ゆうしゃの衣装) and Plumber's set (はいかんこうの衣装).
Japanese PS4 now usesGreen Thread(instead of White Thread), and the Hero's set and Plumber's set were added. The Monokuma and Shiren sets are still obtainable, however the other sets appear to have been removed.[5]
Reference toTerrariainDanganronpa's game menu"
Old_Man,"Have you seen that old man pacing around the dungeon? He looks troubled.
—The Nurse
TheOld Manis anNPCwhose primary function is to summonSkeletron. He can be found at theDungeon's entrance. When spoken to atnight, the Old Man will give the player the option to ""Curse"", which summons Skeletron. When spoken to during the day, the Old Man will tell the player to return at night. He will also judge players with 300 maximumhealth(15 hearts) or less, or 10defenseor less as unworthy but still allows them to summon Skeletron.
The Dungeon can be entered without defeating Skeletron, but traveling deeper than ground level within it (below zerodepth) will spawnDungeon Guardiansthat will most likely kill the player on contact (seeGuide:Dungeon Guardian strategies).
When Skeletron is defeated, the Old Man is freed from his curse and will arrive as theClothier(as long as a vacanthouseis available), in addition to allowing access to the Dungeon.
During the day:
When the player has 300 or less max health or 10 or less defense:
When the player has more than 300 max health and more than 10 defense:
TheBestiaryentry for the Old Man:""This hapless Old Man carries the burden of a heavy curse. It's said at night he transforms into a horrific demon which guards the Dungeon."""
Old_One%27s_Army,"TheOld One's Armyis a uniqueDungeon Defenders 2crossovereventthat can be triggered by placing anEternia Crystalon theEternia Crystal Stand. Waves of enemies begin spawning fromportalson both sides of thecrystal, seeking to destroy it. The objective is to protect it until all waves are cleared – if the crystal is destroyed, the event ends.
There are three different versions of the event: It first becomes available after defeating theEater of Worlds/Brain of Cthulhu(first tier), it then receives a substantial increase in difficulty after defeating anymechanical boss(second tier), and upgrades to its final version onceGolemhas been defeated (third tier).
Clearing later waves after wave one rewards the player withDefender Medals, a unique currency that can be used to purchase specialweaponsandarmorfrom theTavernkeepNPC. This gear is specifically suited for the event, due to its exceptional level of difficulty. Not only are its enemies extraordinarily resistant, it also employs numerousanti-cheat/exploit mechanisms, such as preventing the player from placing or removingblocksorliquidsfor its duration.
To initiate the Old One's Army event, anEternia Crystal Standmust be placed first. AnEternia Crystalmust then be placed on it by pressing the⚷Interactkey on the stand. Both the crystal and its stand are purchased from theTavernkeepNPCforcoins. The Tavernkeep can be found randomly in a world after theEater of Worldsor theBrain of Cthulhuhas been defeated.
Summoning this event has some unique requirements for the terrain around the summon area. If they are not fulfilled, the Eternia Crystal cannot be placed successfully, and astatus messageappears informing the player that the surface is inadequate.
The player can build up to a height of three tiles before blocks are considered obstructing the necessary space.Platformsandinactiveblocks do not count as part of a flat floor, and will count against the three-tile height allowance; but floor blocks with Actuators on them that are solid when the crystal is placed will count as flat, and can be successfully actuated after the event has started. In addition, closed trap doors are considered flat, and can be successfully opened and/or reclosed during the event.
The event consists of a set number of waves, with each wave becoming progressively more difficult (seewave chart). At the end of each wave, there is a 30-second countdown to the next wave, signified by a timer appearing over the Eternia Crystal.
The event comes in three possible tiers, depending on game progression when the event is triggered:
In addition to the difference in bosses, the common event enemies also differ between Tiers, with stronger statistics and a more menacing appearance in higher tiers.
The completion of each wave, beginning with the third, awards the playerDefender Medals, a special currency used to purchase items from theTavernkeepNPCthat can help players defeat future Old One's Armies. Among them are specialsentry summon weapons, which are fueled byEtherian Mana, a resource that drops only during this event. Etherian Mana allows multiple sentry minions to remain placed simultaneously and permanently until the event is over, with more Etherian Mana allowing more sentries to be placed. All Etherian Mana disappears once the event is over, whether uncollected or within the player's inventory.
At the beginning of the event, the player will receive 10 Etherian Mana, allowing them to place one sentry. Note that sentries not obtained from the Tavernkeep (such as theQueen Spider Staff) do not and cannot use Etherian Mana, but can be summoned separately.
Each sentry type available from the Tavernkeep (Flameburst,Explosive Trap,Lightning Aura,Ballista) comes in three different tiers: Rod, Cane, and Staff, with the Staff being the most expensive and the most powerful.
Once the event is completed successfully in a world, the weapons can then be used outside the event with normal summoning rules.
Each boss and mini-boss in the event has atrophy(10% chance) and amask(14.29% chance).Betsyalso drops aTreasure BaginExpert Mode(100% chance).
Several enemies also droppets,vanityitems, and powerfulweaponsandaccessories. Allenemy bannersdropped during this event are non-functional, and do not provide the player with any of the usual defense or damage boosts that other enemy banners provide.
Enemies will not drop biome-specific drops, such asBiome Keys, orcoins, even when wearing theLucky Coinor its derivatives. They also do not dropPresentsduringChristmas, norGoodie BagsduringHalloween.
Things that are still possible:
The Old One's Army event brings associated equipment. The armor and sentry weapons are available from theTavernkeepin exchange forDefender Medals, while other weapons and accessories are dropped by event enemies. Though all of the equipment is coordinated with other equipment of the same class, the only specific benefit from this coordination is the buffs granted to each sentry by the corresponding armor set bonus; neither the weapons nor the accessories are involved in any additional unique bonuses, and so can be used with any other armor or exchanged for any other weapon at the player's preference.
Tier 2 items become available after oneMechanical Bossis defeated, and Tier 3 items become available afterGolemis defeated.
(magic)
(ranged)
(light melee)
(tank melee)"
Ore,"Oresare primarycrafting materialsnecessary for game progress. They generally must be crafted intobarsat aFurnace, after which they can craft several essentialtools,weapons,armor, and otheritems. Some items require raw ores themselves, most commonlybricksandpotions. Raw ores can also be used as plain blocks for construction.
Ores are generally found as veins of placedblocksin theUndergroundlayerand below, and are mined with apickaxeordrill. Lower-tier ores can be found amongDirtnear thesurface, or withinFloating Islands. Some ores are also dropped bybosses, namelyEye of Cthulhu,Eater of Worlds,Brain of Cthulhu,Ocram, andMoon Lord.
AnExtractinatorandWooden Crates(fromfishing) also provide ores as random rewards.
A world will generally only contain one ore type from each tier, which is chosen at random, for instance; one world may haveCopperandIron Ores, while another may have Copper andLead Ores(seetables below). The alternate ore types which do not generate naturally in a world, can still be obtained by other means, such ascrates,bonus drops, or loot from an Extractinator.Hardmodeore types are chosen at random as soon as the player destroys anAltar.
There are21 /20 different types of ores.

()
()
()
()
The first three tiers ofHardmodeores are spawned by destroyingDemon/Crimson Altars, which requires ahammerwith 80% hammer power or higher, e.g. thePwnhammer.Chlorophyte Orespawns on its own once Hardmode is triggered, though it cannot be mined before defeating all of themechanical bosses, andLuminitedoes not occur naturally. Neither ores are affected by destroyed altars.This content is transcluded fromAltars.
Players will be able to find these new ores scattered across the Undergroundlayerto near-Underworldlevels, with them replacing most blocks created during world generation. They will spawn at random locations in varying quantity, in places explored and unexplored alike.
The number of ore veins generated upon destroying an altar is determined by the following formula:[1]

The table below visualizes this and shows how many ore veins will be spawned for each altar destroyed. If 264 altars were to be destroyed in one world, all following altars would only spawn one ore vein.

All Hardmode ores will avoid spawning in the outer 100 tiles of the world. The highest location for Cobalt and Palladium to spawn is just below thesurface, Mythril and Orichalcum start to spawn from the top of theCavernlayer, and Adamantite and Titanium start to spawn in the Cavern layer, lower than Mythril/Orichalcum.[2]All ores stop spawning at 150 tiles above the world's bottom border, i.e. about one fourth intothe Underworld.
The amount of altars smashed does not affect the size of ore veins, only the amount. As the generation of each vein is heavily randomized, it is difficult to give exact high and low values from ""optimal"" veins. Instead, a table of ""good luck"" vein amounts and ""bad luck"" vein amounts is shown below. Average yield is likely between 30–40% due to occasional lost ore.

Note however, that the above table assumes that all the ore actually replaces blocks. Ore will only spawn if it attempts to replace one of the blocks listed in the table below.
In addition to this, Hardmode ores will not generate overGranite Blocks,Marble Blocks, or any hardened sands, and as such cannot be found in theGranite Cave,Marble Cave, andUnderground Desertbiomes without replaceable blocks already existing there.
Ore alternatives are not mutually exclusive indrunk worlds, as displayed here (Copper Ore on the left, Tin Ore on the right).
While most objects made of or implied to be made of ores and their derivatives have equivalents in the same tier, there exist several exceptions:"
Ores,"Oresare primarycrafting materialsnecessary for game progress. They generally must be crafted intobarsat aFurnace, after which they can craft several essentialtools,weapons,armor, and otheritems. Some items require raw ores themselves, most commonlybricksandpotions. Raw ores can also be used as plain blocks for construction.
Ores are generally found as veins of placedblocksin theUndergroundlayerand below, and are mined with apickaxeordrill. Lower-tier ores can be found amongDirtnear thesurface, or withinFloating Islands. Some ores are also dropped bybosses, namelyEye of Cthulhu,Eater of Worlds,Brain of Cthulhu,Ocram, andMoon Lord.
AnExtractinatorandWooden Crates(fromfishing) also provide ores as random rewards.
A world will generally only contain one ore type from each tier, which is chosen at random, for instance; one world may haveCopperandIron Ores, while another may have Copper andLead Ores(seetables below). The alternate ore types which do not generate naturally in a world, can still be obtained by other means, such ascrates,bonus drops, or loot from an Extractinator.Hardmodeore types are chosen at random as soon as the player destroys anAltar.
There are21 /20 different types of ores.

()
()
()
()
The first three tiers ofHardmodeores are spawned by destroyingDemon/Crimson Altars, which requires ahammerwith 80% hammer power or higher, e.g. thePwnhammer.Chlorophyte Orespawns on its own once Hardmode is triggered, though it cannot be mined before defeating all of themechanical bosses, andLuminitedoes not occur naturally. Neither ores are affected by destroyed altars.This content is transcluded fromAltars.
Players will be able to find these new ores scattered across the Undergroundlayerto near-Underworldlevels, with them replacing most blocks created during world generation. They will spawn at random locations in varying quantity, in places explored and unexplored alike.
The number of ore veins generated upon destroying an altar is determined by the following formula:[1]

The table below visualizes this and shows how many ore veins will be spawned for each altar destroyed. If 264 altars were to be destroyed in one world, all following altars would only spawn one ore vein.

All Hardmode ores will avoid spawning in the outer 100 tiles of the world. The highest location for Cobalt and Palladium to spawn is just below thesurface, Mythril and Orichalcum start to spawn from the top of theCavernlayer, and Adamantite and Titanium start to spawn in the Cavern layer, lower than Mythril/Orichalcum.[2]All ores stop spawning at 150 tiles above the world's bottom border, i.e. about one fourth intothe Underworld.
The amount of altars smashed does not affect the size of ore veins, only the amount. As the generation of each vein is heavily randomized, it is difficult to give exact high and low values from ""optimal"" veins. Instead, a table of ""good luck"" vein amounts and ""bad luck"" vein amounts is shown below. Average yield is likely between 30–40% due to occasional lost ore.

Note however, that the above table assumes that all the ore actually replaces blocks. Ore will only spawn if it attempts to replace one of the blocks listed in the table below.
In addition to this, Hardmode ores will not generate overGranite Blocks,Marble Blocks, or any hardened sands, and as such cannot be found in theGranite Cave,Marble Cave, andUnderground Desertbiomes without replaceable blocks already existing there.
Ore alternatives are not mutually exclusive indrunk worlds, as displayed here (Copper Ore on the left, Tin Ore on the right).
While most objects made of or implied to be made of ores and their derivatives have equivalents in the same tier, there exist several exceptions:"
Paint,"Woodshown painted all available colors.
The effect of all paints on all woods and metals.
Paintis used to modify the color of objects. Nearly anything can be painted, includingblocks,background walls, andfurniture, along with non-collectable environmentobjectsliketrees, tall grass, flowers, and other ambient growth. Basic Paint is purchased from thePainterNPC. Two of the same color can be combined at aDye Vatto create ""Deep"" color versions, which apply their color more vividly and are required in order to paint certain objects.
Paint is applied to blocks and furniture with thePaintbrush, and to walls with thePaint Roller, with each tile consuming one bucket of Paint. ThePaint Sprayerwill automatically paint items when placing them. Paint can be removed with thePaint Scraper, although it will never be retrieved upon doing so. Destroying a painted block will not drop the Paint item either.
Paint can occupy the player's ammo inventory space. If more than one color is present in the player's inventory, the color in the earliest inventory slot is used first (starting from the ammo inventory space, then proceeding from the top-left slot).
Coatingsare a special type of paint-like item. They function identically to normal paint in all ways except that coatings and paint can be applied to a block to combine their color and effect. Additionally, coatings can co-exist with each other.
Paints andDyesare not available on theNintendo3DSversion, due to the unavailability of pixel shaders.
Every paint applied to DiamondGemspark Blocksand walls with illuminant coating against day and night.
The basic Paint is purchased from thePainterfor25per bucket (except Shadow Paint (50), Negative Paint (75), Illuminant Coating (2), and Echo Coating (2).
The following tools can be used to apply or remove paint:
In addition, thePaint Sprayeraccessory allows automatically applying paint to placed blocks, walls, and objects. It can be purchased from theTraveling Merchant."
Painter,"ThePainteris anNPCvendor who sellspaintand paintingtools, as well aspaintingsandwallpapers. He will spawn once the following conditions are met:
The Painter's shop inventory changes based on external factors. The biome in which he is talked to, themoon phase, andseasonal eventsall determine which paintings and wallpapers are available. As of version 1.4.4, wallpapers and paintings are sold under the interaction labelled ""Decor"" while paints, paint tools, and pylons are sold under the normal ""Shop"" option.
On thePC version,Console version,Mobile version,Old Chinese version,tModLoader version, andtModLoader 1.3-Legacy version, the Painter will attack nearby enemies with hisPaintball Gunto defend himself, dealing 8 /12/14damage inPre-Hardmode(increasing to 10 /15/17damage inHardmode), and (on thePC version,Console version,Mobile version, andtModLoader version) as players progress he will gainvarious stat increases.[1]




For more information, seeNPC happiness.
When submerged inShimmer, the Painter will transform into his Shimmered form. This has no impact on gameplay or dialogue and is only a visual change. He can be returned to his classic look by submerging him in Shimmer again.

The Painter may have any of the following names:

WhenParty Girlis present:
DuringHardmode:
During aParty:
DuringRain:
During aThunderstorm:
During aWindy Day:
When in aGraveyard:
When homeless:
When neutral:
When far from home:
When in a sparse area:
When overcrowded:
When in theJungle:
When in aForest:
When in anEvil biomeor theDungeon:
When near theDryad:
When near theParty Girl:
When near theCyborg:
When near theTruffle:
When near thePrincess:
TheBestiaryentry for the Painter:""The Painter can talk about all the different shades of colors with which one can paint the walls. He'll sell but a handful of them!"""
Party,"Hmm? Nothing special today... just kidding! It's party time, and then it's after party time!
—The Party Girl
APartyis aneventthat can occur randomly, or be activated manually using aParty Center. Parties are mainly visual, having little functional effect on gameplay, with the exception of some exclusive vanity and novelty items available from theClothierandParty Girl. A Party lasts until 7:30PM, and if spawned randomly, begins at 4:30AM.
A Party has a random10*1/10 (10%)chance of occurring at any particulardawn(""thrown"" by one to threeNPCs), without the need for a placed Party Center. Seebelowfor the detailed conditions. When NPCs throw a Party, any placed Party Center activates, a burst of confetti appears on each NPC, and a pinkstatus messagedisplays:""Looks like <NPC name>, <NPC name>, and <NPC name> are throwing a party"". At its conclusion, the Party automatically deactivates with a puff of smoke on all NPCs and another pink status message:""Party time's over!"". A Party can still be re-initiated manually afterward.
During a Party:
MostNPCsdisplay unique quotes during Parties when spoken to:
""I hit a hole in one! That's a good reason for us all to celebrate. Time to put my club down and have a margarita.""
""At last, my time has come!""
""Everyone said they like stacked cakes, so I installed smokestacks in mine""(note the missing period)
""You should sit down and have a little fun. Don't worry, I don't think any kobolds will crash this party."""
Party_Girl,"TheParty Girlis apre-HardmodeNPCvendor who sells festivenovelty itemsandfurniture.
Unlike most other town NPCs, the Party Girl has a random2.5*1/40 (2.5%)chance to spawn every morning and evening once the criteria below are met, rather than being guaranteed to appear once fulfilling them. This random chance also applies to her respawning following her death. Said criteria require that:
On thePC version,Console version,Mobile version,Old Chinese version,tModLoader version, andtModLoader 1.3-Legacy version, the Party Girl will defend herself against nearby enemies by throwingHappy Grenadesat them, dealing 30 /45/52damage at the start of the game, and (on thePC version,Console version,Mobile version, andtModLoader version) as players progress she will gainvarious stat increases.[1]She will also occasionally throw confetti at the player. Sometimes she may drop a large quantity of Happy Grenades upon her death.
On thePC version,Console version,Mobile version, andtModLoader version, when talked to during a naturalParty, she will give the first player to talk to her aSlice of Cake.

After the world with seed05162020is visited, the game unlocks the option to toggle the game's defaultsoundtrackfor theTerraria: Otherworldsoundtrack, by selecting the ""Music"" option through the Party Girl. Once unlocked, the option carries across all players and all worlds.
Every song inTerraria's soundtrack is replaced, and those that do not have aTerraria: Otherworldequivalent will use the most relevant song; for example, theUnderground Junglewill simply useTerraria: Otherworld'sJungletheme, rather thanTerraria's Underground Jungle theme.
On a multiplayer world, players only hear the altered soundtrack if they have used the ""Music"" option themselves, which is only present for those who have visited seed05162020. However, Otherworld music boxes are listenable for all players on multiplayer worlds, regardless of whether they've toggled the option before.
Every new song has its own uniqueMusic Box, all of which are called ""Otherworldly Music Boxes"".
Upon leaving the world, the soundtrack will revert to the default.
For more information, seeNPC happiness.
When submerged inShimmer, the Party Girl will transform into her Shimmered form. This has no impact on gameplay or dialogue and is only a visual change. She can be returned to her classic look by submerging her in Shimmer again.

The Party Girl may have any of the following names:

If player's character is male:
WhenStylistis present:
During aParty:
DuringRain:
During aThunderstorm:
During aWindy Day:
After defeating tier 1 ofOld One's Army:
When in aGraveyard:
Giving out cake (when talked to for the first time during a Party):
When pressing the ""Music"" option:
When homeless:
When neutral:
When far from home:
When in a sparse area:
When overcrowded:
When in theHallow:
When in theCaverns:
When in anEvil biomeor theDungeon:
When near theWizard:
When near theZoologist:
When near thePrincess:
When near theStylist:
When near theMerchant:
When near theTax Collector:
TheBestiaryentry for the Party Girl:""Positive beyond comprehension, the Party Girl will use any excuse to celebrate. She sells party favors and flashy things."""
Pets,"Petsare creatures that follow the player around. They are completely invincible and have no set duration. When summoned, they will give the player abuffwith the same name as the pet. A pet will follow the player until they die, summon a different pet, leave the world or cancel the associated buff.
Most pets are purely cosmetic, but some of theOld-gen console,Windows Phone, and3DS-exclusive pets can do minimal damage to enemies. A few pets emit small amounts of light, but onPC version,Console version,Mobile version,Old Chinese version,tModLoader version, andtModLoader 1.3-Legacy version, there are specialLight Petsavailable with their own dedicated slot.
Summonedminionsoperate similarly, but are primarily intended to aid combat rather than being cosmetic. Pets do not count against a player's currentminionlimit.
In total, there are 59 pets. There are 48 on thePC version,Console version,Mobile version, andtModLoader version, 26 on thetModLoader 1.3-Legacy version, 27 on theOld-gen console version, and 31 on theNintendo3DSversion.
There are also 10 light pets on thePC version,Console version,Mobile version, andtModLoader version, 3 of which are master-exclusive, 7 on thetModLoader 1.3-Legacy version, and 3 on theOld-gen console version,Windows Phone version, andNintendo3DSversion.
Pets are manually summoned by placing their item on the hotbar and using them orby equipping them. OnPC,Console,Old-gen console,Mobile,Old Chinese,tModLoader, andtModLoader Legacy, pets can be dismissed by pressing the⚷Interactbutton on their corresponding buff icon orby turning off the visibility.
On thePC version,Console version,Mobile version,tModLoader version, andtModLoader 1.3-Legacy version, theinventoryoffers two dedicated slots, offering more complex behavior: One slot is for ""regular"" pets, the other is for light pets. Light pets behave similarly to ordinary pets, but provide more consistent lighting around the player. At any time, the player can have at most one pet of each type active.
















































These pets can only be acquired inMaster Mode, but can be used anywhere.





















Light Petsare summoned secondary characters that float alongside players to provide a traveling light source. They incur nomananor any other cost, and remain indefinitely until the player cancels the buff, summons a replacement light pet or dies. Only one light pet can be present at once. Light pets have their own dedicated inventory slot in the player's equipment section in thePC version,Console version,Mobile version,Old Chinese version,tModLoader version, andtModLoader 1.3-Legacy versionalong with a slot fordyes.







These light pets can only be acquired inMaster Mode, but can be used anywhere.














"
Pirate,"ThePirateis aHardmodeNPCthat appears after at least onePirate Invasionhas been defeated and a vacant house is available. He also has nearly the exact same texture as thePirate Captain, anenemyfrom thePirate Invasion.
On thePC version,Console version,Mobile version,Old Chinese version,tModLoader version, andtModLoader 1.3-Legacy version, he will defend himself using either agunorCannon.

For more information, seeNPC happiness.
When submerged inShimmer, the Pirate will transform into his Shimmered form. This has no impact on gameplay or dialogue and is only a visual change. He can be returned to his classic look by submerging him in Shimmer again.

The Pirate may have any of the following names:

WhenTavernkeepis present:
If the player is female/ Any gender:
During aParty:
During aWindy Day:
DuringRain:
During aThunderstorm:
When in aGraveyard:
When homeless:
When far from home:
When in a sparse area:
When overcrowded:
When in theOcean:
When in theCaverns:
When in anEvil Biomeor theDungeon:
When near theAngler:
When near thePrincess:
When near theTavernkeep:
When near theStylist:
When near theGuide:
When neutral:
TheBestiaryentry for the Pirate:""Ahoy! The only good Pirate Captain is... one that sells cannons and weapons to take out all competing Pirate Captains!"""
Pirate_Invasion,"ThePirate Invasionis aHardmodeeventwhere pirate-themedenemiesspawn and swarm the world's originalspawn point. A Pirate Invasion can occur randomly after certain conditions are met, or alternatively when the player uses aPirate Map.
For a single-player invasion, the player must kill 120 pirates before the event is completed. This number increases with each additional player.
Once the first Pirate Invasion in a world has been defeated and a suitablehouseis vacant, thePirateNPCwill move in.
Once the player has defeated at least one pirate invasion in a post-Planteraworld, they can purchase aLand Mine. However, on old Gen they can be purchased without defeatingPlantera.
A group of Pirates.
The Pirate Invasion can be summoned manually using aPirate Map, which drops from all enemies in theOceanbiome.
If the following conditions are fulfilled, a Pirate Invasion can also occur randomly:
The chances of a random Pirate Invasion are as follows:
When a Pirate Invasion occurs, it will be announced by astatus message; either""Pirates are approaching from the west!""or""Pirates are approaching from the east!""The message will repeat several times until the pirates reach the initialspawnof the world or any area of the world above the surface which has a nearbyNPC. When the pirates' initial wave reaches the spawn, their arrival is announced with""The pirates have arrived!""
If the first status message says ""west"", then the initial pirates will come from the left. Otherwise, if the message says ""east"", they will arrive from the right. Note that these directions are not related to the apparentmotion of the sun and the moon, which, inTerraria, appear to move from left (""west"") to right (""east"")."
